2.004299608919722232e+03,9.077867273300935835e+01,4.979554526059796160e+01,8.938310338258578014e+00
1.990699287488339451e+03,1.218846989900557674e+02,4.550031069469284262e+01,7.252274492730821009e+01
1.998952050631387920e+03,6.924361371622454442e+01,3.279313491933873337e+01,9.704157740323239523e+00
1.995139279743385259e+03,2.340577822774404240e+02,3.211561662947612206e+01,1.142758119551525375e+01
1.989297131651953805e+03,9.264082068768439626e+01,5.998026304245182416e+01,5.912109446459978557e+01
1.997866334542389495e+03,1.930005277045573564e+02,2.533024505139548310e+01,3.172208444168481023e+01
1.997048155471503378e+03,1.698956674502749706e+02,3.722999964779363324e+01,5.775608246960133840e+01
2.011164036629548491e+03,2.897838685881917513e+02,5.435971463473076426e+01,5.446824829978075400e+01
1.994346174798693937e+03,1.852644889652649738e+02,6.585462264482636385e+01,3.888932460289475301e+01
1.990664583035894339e+03,1.137533735788554026e+02,4.208985249610070412e+01,2.461172619678916718e+01
1.994983143077057321e+03,1.291690403859243759e+02,3.860335208570121779e+01,5.651568330160661446e+01
1.990210070277211798e+03,2.991776349067878300e+02,6.338034386150830812e+01,5.345723066321819772e+01
1.985087032238086977e+03,2.828930000902171287e+02,3.640316930107968574e+01,1.169400639666978670e+01
1.994897241232370334e+03,2.617441040909210983e+02,5.950589925373409983e+01,5.834148385886782506e+01
1.992119880938756523e+03,1.332601373203767139e+02,3.837290326078915825e+01,4.283489323229613177e+01
1.997115344132120072e+03,2.962230100198495393e+02,6.727030210119679055e+01,1.828809989982951834e+01
2.001161037981127265e+03,1.941625604294422374e+02,3.059674441400426304e+01,2.809892684099390436e+01
2.000516950178361640e+03,2.337552263114618256e+02,1.932944581449513421e+01,7.238685354306792874e+01
2.008938791347813776e+03,2.788109232655136793e+02,4.003387146686301890e+01,2.978034876597716973e+01
1.991333149725232943e+03,2.179362876436009344e+02,2.621802870661529283e+01,6.562953735865036720e+01
2.006937417783346064e+03,1.240797774524002648e+02,2.159729018114277821e+01,2.015770719345158568e+01
1.990449771079976244e+03,6.284396746860392113e+01,4.804582308334234142e+01,4.307381092717525206e+01
2.003829251036996766e+03,8.312611926102087523e+01,3.569376693613521923e+01,7.049117590578033798e+01
1.995128467415363502e+03,1.944007639018150826e+02,3.441618744470873992e+01,7.027957605515911155e+01
2.013456571047162925e+03,1.458808011149346839e+02,3.163000633754891311e+01,6.241294179777639073e+01
2.008990807566053036e+03,2.041278332892610479e+02,6.085491389490769620e+01,7.176633850058395581e+01
2.008176933920804458e+03,1.299916246329157730e+02,6.069582708069368948e+01,1.322781573951855982e+01
2.001695153579255930e+03,1.090739577656331676e+02,4.807161331255667847e+01,2.768793352969066035e+01
2.007574709332752946e+03,1.583039788689326315e+02,2.448877695349664307e+01,3.741425835924908938e+01
2.010412006560265354e+03,2.154688387706012520e+02,6.108544806366329283e+01,7.284995015195336521e+01
1.987401622213799101e+03,2.160283817538376923e+02,5.274386416927063692e+01,4.149680531943911888e+01
1.988783465494889242e+03,1.961777887714048916e+02,4.502620497219070472e+01,2.987219421921728291e+00
1.996521161385347796e+03,2.611201033699286427e+02,5.685337222566023740e+01,2.778116282768716516e+01
2.002083140055586910e+03,1.545411460178149810e+02,2.155162422575139658e+01,5.344490601576680433e+01
1.995721069543658814e+03,1.650658290581702943e+02,4.176365965069889796e+01,2.175519088804576029e+01
2.007799616596719716e+03,2.577857537235185532e+02,2.175104880204682445e+01,1.532121932187794933e+01
1.996139833454978088e+03,2.428526363535454493e+02,2.920555534465219694e+01,4.942289384998399981e+01
2.001382605778369907e+03,1.836983996396804173e+02,5.265175407804207453e+01,8.471707022171865731e+01
1.989484645095045607e+03,2.356795201431989710e+02,2.301648818777322347e+01,1.926782373401234594e+01
1.996305457066092458e+03,1.443747337647768632e+02,3.556924388562113393e+01,5.427120865515395565e+01
2.013460487621804987e+03,2.720195829542668662e+02,5.335521722933676614e+01,3.023315881977798725e+01
2.008882183321824414e+03,2.520174405420860069e+02,3.541669222941274597e+01,7.519320119425886162e+01
2.001247858768817196e+03,1.038973795165839960e+02,5.237161776844239824e+01,2.513841695019042888e+01
2.006490924042472216e+03,1.880192132036150383e+02,3.157812256454341338e+01,1.310340222198434112e+01
2.007112746642387947e+03,2.181715709515348465e+02,3.096216885464596658e+01,3.287316823784726694e+01
1.990345062831604764e+03,2.375274258760414341e+02,3.500095718790934995e+01,8.430466985011507575e+01
2.004623295746779831e+03,2.620902090729042584e+02,6.215380927140341072e+01,3.864700030004262032e+01
1.995685926024785658e+03,7.260568255687084616e+01,5.351341720431772586e+01,2.506152249848575408e+01
2.012720058643230232e+03,1.510002252578884736e+02,4.565873148340133980e+01,8.048718868182176323e+01
2.007057662692260692e+03,1.126512896325501600e+02,2.273502586943977732e+01,5.296838722582967307e+01
1.999682214342027464e+03,1.680860321875619547e+02,4.267989187945237717e+01,6.848768682606247182e+01
2.012657629499375389e+03,2.675622803913904022e+02,2.756626154811126383e+01,2.823955897064768017e+00
1.996557950919945824e+03,1.291776315398262227e+02,4.734693696726723999e+01,7.992134955333763457e+01
1.988378533951682812e+03,2.403361463758391494e+02,2.130329159330805311e+01,7.734365165583098189e+01
1.994868888517145933e+03,2.934471581949272831e+02,5.943048270954947299e+01,3.565799432812970338e+01
1.994225057827874480e+03,1.574026726252332367e+02,5.395430703412218065e+01,6.913531040741989386e+01
2.008846729219819736e+03,2.246083580727706988e+02,4.080228477988210045e+01,4.950179220843920547e+01
2.008565759935420829e+03,2.526637670978290373e+02,6.546469949265036803e+01,6.682860741440636332e+01
1.994115813179869065e+03,1.385847656635041858e+02,5.460831985841105762e+01,1.869614144589475657e+01
2.012131956420949791e+03,1.009256000528804975e+02,2.200942384254094009e+01,5.584735659162481625e+01
1.990523559715072679e+03,2.319710012970577679e+02,6.400550481307952566e+01,7.054049191457258416e+01
1.998873724617467587e+03,1.138103906364524107e+02,6.099580340053943672e+01,7.840228819236170921e+01
2.000362626857230680e+03,2.928888087122635397e+02,4.971554487148426915e+01,7.123951641137365698e+01
1.997752443098351478e+03,8.124073499156455114e+01,2.270420625498753253e+01,1.174836990567291828e+01
2.007186731161665193e+03,2.324639910562140415e+02,5.218416957784774013e+01,7.967766341997782220e+00
1.997758692923984654e+03,2.525500894190793701e+02,6.728485713389065381e+01,1.633783014078941420e+01
1.988215984335767416e+03,1.404181745531845422e+02,2.421405695894367938e+01,7.334063335124052685e+01
2.001355616590124100e+03,1.967522023158663842e+02,5.631472681603201380e+01,7.301397222985572455e+01
2.009177965637322131e+03,7.397444801312003904e+01,6.558300671740197174e+01,5.273973180837005259e+01
1.989518487708525754e+03,1.998033078613221676e+02,2.916747438266285997e+01,7.496420715192272155e+01
1.996170997682457028e+03,2.246607234415992025e+02,6.460213461953429714e+01,1.769021729766493678e+01
